"building_id","registration_id","borough","house_number","street_name","postcode","of_dwelling_units","infested_dwelling_unit_count","eradicated_unit_count","re_infested_dwelling_unit","filing_date","filing_period_start_date","filling_period_end_date","latitude","longitude","community_board","city_council_district","census_tract_2010","bin","bbl","nta"
"36206","103924","MANHATTAN","159","WEST 85 STREET","10024","20","0","0","0","2023-12-21T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.786489","-73.974271","7","6","169","1032142","1012160006","Upper West Side (Central)"
"24600","137529","MANHATTAN","1227","MADISON AVENUE","10128","89","0","0","0","2019-01-29T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.782427","-73.957658","8","4","15002","1046958","1015000053","Upper East Side-Carnegie Hill"
"198377","335598","BROOKLYN","201","BALTIC STREET","11201","3","0","0","0","2023-12-18T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.686945","-73.996589","6","39","45","3003372","3003060031","Carroll Gardens-Cobble Hill-Gowanus-Red Hook"
"63194","201134","BRONX","700","EAST 141 STREET","10454","28","0","0","0","2023-12-18T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.807159","-73.912305","1","8","2702","2003819","2025680060","Mott Haven-Port Morris"
"310686","353930","BROOKLYN","130","HENRY STREET","11201","8","0","0","0","2025-08-29T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.696716","-73.993390","2","33","501","3001869","3002360124","Brooklyn Heights"
"347868","306072","BROOKLYN","10","OCEAN PARKWAY","11218","134","0","0","0","2023-12-19T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.651381","-73.973130","7","39","50401","3122868","3052870001","Windsor Terrace-South Slope"
"855657","379184","BROOKLYN","1073","NEW JERSEY AVENUE","11207","4","0","0","0","2023-12-21T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.653713","-73.885957","5","42","1104","3348810","3044147501","East New York-New Lots"
"66321","211734","BRONX","716","EAST 181 STREET","10457","3","3","3","0","2023-12-18T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.848641","-73.887589","6","15","371","2012697","2030960056","Tremont"
"885085","427797","QUEENS","41-26","27 STREET","11101","66","0","0","0","2023-12-26T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.751417","-73.938715","1","26","3301","4533604","4004157501","Queensbridge-Ravenswood-Dutch Kills"
"822458","380026","BROOKLYN","543","FLUSHING AVENUE","11206","14","0","0","0","2024-04-17T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.699441","-73.953120","1","33","53102","3348503","3022647509","South Williamsburg"
"313363","374928","BROOKLYN","2232","HOMECREST AVENUE","11229","3","0","0","0","2023-12-29T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.595580","-73.958634","15","48","584","3200573","3073720018","Gravesend (East)-Homecrest"
"60123","215632","BRONX","2197","CRUGER AVENUE","10462","69","0","0","0","2024-07-08T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.856265","-73.866649","11","13","22403","2049398","2043180030","Pelham Parkway-Van Nest"
"67102","215548","BRONX","319","EAST 197 STREET","10458","28","0","0","0","2024-03-11T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.866864","-73.889066","7","15","40502","2016730","2032900065","Bedford Park"
"186553","310827","BROOKLYN","85","ATLANTIC AVENUE","11201","8","0","0","0","2024-01-11T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.691079","-73.997328","2","33","7","3002716","3002740016","Brooklyn Heights"
"811465","404615","QUEENS","2108","GATES AVENUE","11385","8","0","0","0","2023-07-11T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.707617","-73.903949","5","30","589","4083475","4034880005","Ridgewood"
"33470","131622","MANHATTAN","344","WEST 47 STREET","10036","10","0","0","0","2023-12-28T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.760957","-73.988799","4","3","127","1025070","1010370057","Hell's Kitchen"
"43345","103291","MANHATTAN","509","WEST 179 STREET","10033","21","0","0","0","2023-12-18T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.847045","-73.932403","12","10","261","1063609","1021520056","Washington Heights (South)"
"8158","132017","MANHATTAN","3890","BROADWAY","10032","39","0","0","0","2022-02-18T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.837510","-73.942344","12","10","245","1062923","1021220052","Washington Heights (South)"
"347458","374528","BROOKLYN","2350","OCEAN AVENUE","11229","110","0","0","0","2020-12-09T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.604586","-73.952409","15","48","560","3184124","3068250037","Madison"
"468798","418364","QUEENS","70-40","72 PLACE","11385","3","0","0","0","2025-09-10T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.705916","-73.878856","5","32","623","4089158","4036640032","Glendale"
"248700","339641","BROOKLYN","68","EAST 19 STREET","11226","49","4","4","0","2019-01-15T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.647949","-73.961841","14","40","512","3117108","3050990047","Flatbush"
"297304","345465","BROOKLYN","1173","FULTON STREET","11216","3","0","0","0","2024-06-26T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.680950","-73.954781","3","36","227","3057429","3019990032","Bedford-Stuyvesant (West)"
"26537","117993","MANHATTAN","970","PARK AVENUE","10028","44","0","0","0","2021-12-31T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.778036","-73.958780","8","4","142","1046760","1014940037","Upper East Side-Carnegie Hill"
"298436","377317","BROOKLYN","726","FULTON STREET","11238","3","0","0","0","2023-12-27T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.685506","-73.972449","2","35","179","3341962","3020050148","Fort Greene"
"347773","300644","BROOKLYN","682","OCEAN AVENUE","11226","30","0","0","0","2021-04-21T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.646307","-73.960300","14","40","51001","3117612","3051230022","Flatbush"
"43314","119268","MANHATTAN","502","WEST 177 STREET","10033","16","8","8","0","2022-12-01T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.845607","-73.932950","12","10","261","1063212","1021320106","Washington Heights (South)"
"396957","331231","BROOKLYN","51","WILSON AVENUE","11237","4","0","0","0","2024-12-06T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.702530","-73.928914","4","34","427","3072086","3031650007","Bushwick (West)"
"187726","373543","BROOKLYN","5205","AVENUE D","11203","3","0","0","0","2025-08-15T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.642273","-73.927242","17","45","846","3105869","3047730046","East Flatbush-Farragut"
"157664","323142","BROOKLYN","1208","55 STREET","11219","3","0","0","0","2022-03-09T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.632714","-73.997366","12","44","216","3139720","3056830010","Borough Park"
"863702","426763","QUEENS","57-59","GRANGER STREET","11368","3","0","0","0","2025-08-24T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.738918","-73.856304","4","21","43702","4467720","4019510001","Corona"
"43294","102237","MANHATTAN","502","WEST 176 STREET","10033","21","0","0","0","2023-09-30T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.844949","-73.933345","12","10","261","1063204","1021320086","Washington Heights (South)"
"265486","322575","BROOKLYN","866","EAST 46 STREET","11203","3","0","0","0","2021-07-22T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.640352","-73.933081","17","45","838","3113022","3049790037","East Flatbush-Farragut"
"498441","400125","QUEENS","37-51","89 STREET","11372","56","0","0","0","2023-12-22T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.749362","-73.877597","3","21","27701","4036336","4014770050","Jackson Heights"
"43294","102237","MANHATTAN","502","WEST 176 STREET","10033","21","0","0","0","2023-09-30T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.844949","-73.933345","12","10","261","1063204","1021320086","Washington Heights (South)"
"66","123869","MANHATTAN","1149","1 AVENUE","10065","16","0","0","0","2024-01-02T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.761969","-73.960252","8","5","110","1044375","1014370030","Upper East Side-Lenox Hill-Roosevelt Island"
"12324","111213","MANHATTAN","332","EAST 18 STREET","10003","24","0","0","0","2022-03-09T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.734450","-73.982225","6","2","48","1020446","1009230047","Gramercy"
"290864","388781","BROOKLYN","670","EVERGREEN AVENUE","11207","12","0","0","0","2024-04-21T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.688402","-73.912198","4","37","401","3078774","3034090032","Bushwick (East)"
"592155","420667","QUEENS","40-14","201 STREET","11361","3","0","0","0","2023-09-17T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.761315","-73.783959","11","19","1463","4137051","4062030045","Auburndale"
"592155","420667","QUEENS","40-14","201 STREET","11361","3","0","0","0","2023-09-17T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.761315","-73.783959","11","19","1463","4137051","4062030045","Auburndale"
"355149","308771","BROOKLYN","115","PRESIDENT STREET","11231","4","0","0","0","2024-04-19T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.683459","-74.002351","6","39","51","3004459","3003420039","Carroll Gardens-Cobble Hill-Gowanus-Red Hook"
"808013","308350","BROOKLYN","184","CONSELYEA STREET","11211","3","0","0","0","2025-08-29T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.715312","-73.943535","1","34","497","3322899","3027600017","East Williamsburg"
"2172","139541","MANHATTAN","296","3 AVENUE","10010","12","0","0","0","2023-12-31T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.738633","-73.983303","6","2","68","1018024","1008780043","Gramercy"
"24036","116264","MANHATTAN","1737","LEXINGTON AVENUE","10029","10","0","0","0","2023-12-27T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.793645","-73.945242","11","8","172","1052109","1016360023","East Harlem (South)"
"1005543","434006","QUEENS","25-79","31 STREET","11102","23","0","0","0","2023-12-28T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.769624","-73.918568","1","22","6501","4623168","4006200004","Astoria (Central)"
"630707","412179","QUEENS","318","BEACH 32 STREET","11691","5","0","0","0","2025-09-09T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.596310","-73.764698","14","31","992","4301495","4157960041","Far Rockaway-Bayswater"
"26500","100948","MANHATTAN","821","PARK AVENUE","10021","10","0","0","0","2023-12-22T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.773144","-73.962322","8","4","128","1043137","1014100001","Upper East Side-Carnegie Hill"
"697126","413346","QUEENS","21-16","STEINWAY STREET","11105","3","0","0","0","2024-04-25T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.774205","-73.904424","1","22","121","4015956","4008070038","Astoria (North)-Ditmars-Steinway"
"297833","360897","BROOKLYN","2206","FULTON STREET","11233","3","0","0","0","2024-02-14T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.678125","-73.908159","16","37","369","3042261","3015520040","Ocean Hill"
"60306","202327","BRONX","345","CYPRESS AVENUE","10454","40","0","0","0","2021-12-30T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.808376","-73.913004","1","8","33","2003662","2025540049","Mott Haven-Port Morris"
"216515","311759","BROOKLYN","156","CALYER STREET","11222","6","0","0","0","2022-04-02T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.727797","-73.954258","1","33","561","3065309","3025950020","Greenpoint"
"18039","138501","MANHATTAN","401","EAST 89 STREET","10128","198","0","0","0","2025-08-21T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.778732","-73.947767","8","5","152","1076331","1015697502","Upper East Side-Yorkville"
"211860","375411","BROOKLYN","36","BRIDGE STREET","11201","6","0","0","0","2023-12-31T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.703591","-73.984643","2","33","21","3000040","3000317501","Downtown Brooklyn-DUMBO-Boerum Hill"
"664094","407159","QUEENS","18-62","HIMROD STREET","11385","4","0","0","0","2024-06-26T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.707558","-73.912339","5","34","591","4081282","4034030016","Ridgewood"
"571836","420392","QUEENS","87-05","166 STREET","11432","51","0","0","0","2023-12-21T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.710915","-73.797262","8","24","454","4210459","4098380089","Jamaica Hills-Briarwood"
"372994","366645","BROOKLYN","28","SOUTH PORTLAND AVENUE","11217","8","0","0","0","2022-02-09T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.688751","-73.974932","2","35","33","3058822","3020990056","Fort Greene"
"384655","339546","BROOKLYN","908","UTICA AVENUE","11203","3","0","0","0","2024-05-08T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.650921","-73.930303","17","45","860","3102831","3046970022","East Flatbush-Rugby"
"124804","223073","BRONX","1562","WILLIAMSBRIDGE ROAD","10461","3","0","0","0","2024-05-10T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.846345","-73.848264","11","13","286","2116032","2040880005","Morris Park"
"340752","321396","BROOKLYN","390","MYRTLE AVENUE","11205","3","0","0","0","2022-01-13T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.693147","-73.970387","2","35","183","3058397","3020750026","Fort Greene"
"822437","425784","QUEENS","155-13","78 STREET","11414","3","0","0","0","2024-06-30T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.663354","-73.855533","10","32","6202","4531767","4114580075","Howard Beach-Lindenwood"
"425435","420029","QUEENS","48-50","37 STREET","11101","124","1","1","0","2023-12-15T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.739082","-73.929001","2","26","189","4003390","4002360066","Sunnyside"
"36568","114250","MANHATTAN","129","WEST 88 STREET","10024","7","0","0","0","2023-12-27T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.788218","-73.972212","7","6","173","1032317","1012190118","Upper West Side (Central)"
"966780","432822","QUEENS","29-10","BROADWAY","11106","64","0","0","0","2023-12-26T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.762636","-73.926818","1","22","53","4617928","4005867501","Astoria (Central)"
"24026","128525","MANHATTAN","1719","LEXINGTON AVENUE","10029","5","0","0","0","2024-01-04T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.793195","-73.945571","11","8","172","1052096","1016350121","East Harlem (South)"
"932114","429700","QUEENS","33-34","77 STREET","11372","55","0","0","0","2023-12-20T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.754364","-73.889899","3","25","287","4431305","4012490018","Jackson Heights"
"910748","388544","BROOKLYN","1535","EAST 17 STREET","11230","10","0","0","0","2024-05-03T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.612345","-73.957021","14","48","544","3181984","3067647501","Midwood"
"5523","120432","MANHATTAN","1220","AMSTERDAM AVENUE","10027","347","0","0","0","2023-12-14T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.809444","-73.959151","9","7","203","1059647","1019750029","Morningside Heights"
"27065","116274","MANHATTAN","2","PRINCE STREET","10012","10","0","0","0","2024-10-29T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.722424","-73.993452","2","1","43","1007461","1004927502","SoHo-Little Italy-Hudson Square"
"965633","385477","BROOKLYN","587","CENTRAL AVENUE","11207","3","0","0","0","2024-01-04T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.689114","-73.909374","4","37","413","3405545","3034230012","Bushwick (East)"
"76113","200777","BRONX","124","ELLIOT PLACE","10452","51","0","0","0","2024-12-03T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.838641","-73.915654","4","16","22102","2008063","2028410055","Mount Eden-Claremont (West)"
"340511","328707","BROOKLYN","1167","MYRTLE AVENUE","11206","7","0","0","0","2024-01-10T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.697090","-73.934347","4","34","389","3072168","3031700004","Bushwick (West)"
"445029","424647","QUEENS","132-15","57 AVENUE","11355","4","0","0","0","2024-07-09T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.747417","-73.832744","7","20","80301","4139054","4063570007","Queensboro Hill"
"705708","406617","QUEENS","506","WOODWARD AVENUE","11385","4","0","0","0","2020-12-22T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.707361","-73.909897","5","34","591","4081361","4034050040","Ridgewood"
"315108","306344","BROOKLYN","665","HUMBOLDT STREET","11222","6","0","0","0","2021-05-05T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.724788","-73.945320","1","33","571","3066982","3026850009","Greenpoint"
"213244","320573","BROOKLYN","1083","BRIGHTON BEACH AVENUE","11235","4","0","0","0","2024-11-02T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.578131","-73.957313","13","48","61004","3245598","3087150031","Brighton Beach"
"104596","209936","BRONX","954","PROSPECT AVENUE","10459","9","0","0","0","2020-12-21T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.822611","-73.900391","2","17","12901","2005207","2026900105","Longwood"
"231122","302355","BROOKLYN","2158","DEAN STREET","11233","6","0","0","0","2021-04-20T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.675013","-73.915922","16","41","303","3038892","3014470012","Ocean Hill"
"18215","120746","MANHATTAN","311","EAST 91 STREET","10128","15","0","0","0","2023-07-01T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.780848","-73.948892","8","5","15402","1050212","1015540008","Upper East Side-Yorkville"
"244575","348324","BROOKLYN","2437","EAST 14 STREET","11235","3","0","0","0","2025-08-14T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.591243","-73.955900","15","48","590","3202997","3074160065","Sheepshead Bay-Manhattan Beach-Gerritsen Beach"
"13633","140603","MANHATTAN","235","EAST 40 STREET","10016","360","0","0","0","2023-12-26T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.748864","-73.973892","6","4","88","1037178","1013147501","Murray Hill-Kips Bay"
"383874","366689","BROOKLYN","753","UNION STREET","11215","3","0","0","0","2024-04-19T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.676038","-73.979476","6","39","131","3019829","3009530075","Park Slope"
"131934","311294","BROOKLYN","313","6 AVENUE","11215","4","0","0","0","2023-07-08T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.672020","-73.980602","6","39","155","3020985","3009760005","Park Slope"
"208849","371273","BROOKLYN","422","BERGEN STREET","11217","10","0","0","0","2025-09-08T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.681745","-73.977707","6","39","12901","3018538","3009320036","Park Slope"
"66689","210351","BRONX","452","EAST 187 STREET","10458","26","0","0","0","2023-12-26T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.857961","-73.892077","6","15","385","2011393","2030400010","Belmont"
"9776","112246","MANHATTAN","474","COLUMBUS AVENUE","10024","12","0","0","0","2023-12-26T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.784348","-73.973748","7","6","169","1032073","1012130035","Upper West Side (Central)"
"198199","303587","BROOKLYN","558","BAINBRIDGE STREET","11233","6","0","0","0","2025-08-15T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.682808","-73.914975","16","41","373","3040898","3015100035","Ocean Hill"
"185041","817629","BROOKLYN","948","DUMONT AVENUE","11207","2","0","0","0","2024-01-01T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.667917","-73.883474","5","42","1120","3090534","3040800023","East New York-New Lots"
"67515","203857","BRONX","315","EAST 209 STREET","10467","23","0","0","0","2019-02-28T00:00:00.000","2017-11-01T00:00:00.000","2018-11-30T00:00:00.000","40.876972","-73.874852","7","11","42902","2018400","2033480081","Norwood"
"36488","138393","MANHATTAN","327","WEST 87 STREET","10024","8","0","0","0","2023-12-27T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.789921","-73.978195","7","6","175","1033997","1012490119","Upper West Side (Central)"
"315830","326485","BROOKLYN","275","IRVING AVENUE","11237","3","0","0","0","2023-06-30T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.699848","-73.915815","4","37","441","3075726","3033100003","Bushwick (West)"
"68879","216781","BRONX","754","EAST 219 STREET","10467","14","0","0","0","2023-12-15T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.883080","-73.861275","12","12","390","2058070","2046660074","Williamsbridge-Olinville"
"634976","421536","QUEENS","145","BEACH 127 STREET","11694","3","0","0","0","2020-11-25T00:00:00.000","2018-11-01T00:00:00.000","2019-10-31T00:00:00.000","40.575499","-73.845690","14","32","93401","4435636","4162370034","Breezy Point-Belle Harbor-Rockaway Park-Broad Channel"
"371692","305212","BROOKLYN","133","SOMERS STREET","11233","6","0","0","0","2025-09-09T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.679201","-73.907354","16","37","369","3041989","3015400056","Ocean Hill"
"12867","143511","MANHATTAN","115","EAST 29 STREET","10016","17","0","17","0","2025-08-20T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.743579","-73.982739","5","2","72","1018245","1008857501","Murray Hill-Kips Bay"
"371932","331524","BROOKLYN","127","SOUTH 2 STREET","11249","4","0","0","0","2023-07-10T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.713489","-73.962658","1","34","551","3062945","3024050034","Williamsburg"
"810510","422176","QUEENS","220-42","64 AVENUE","11364","3","0","0","0","2025-08-21T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.747125","-73.756529","11","23","1367","4451872","4076217502","Oakland Gardens-Hollis Hills"
"26773","139188","MANHATTAN","153","PERRY STREET","10014","10","0","0","0","2021-12-22T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.734783","-74.008725","2","3","75","1078328","1006370066","West Village"
"696966","422714","QUEENS","190-08","STATION ROAD","11358","3","0","0","0","2025-08-16T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.760920","-73.791468","11","19","1175","4120802","4053550022","Murray Hill-Broadway Flushing"
"63001","202699","BRONX","313","EAST 140 STREET","10454","6","0","0","0","2024-01-10T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.811543","-73.924611","1","8","39","2000745","2023150020","Mott Haven-Port Morris"
"837315","379506","BROOKLYN","135","OCEANA DRIVE EAST","11235","57","0","0","0","2020-12-31T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.576553","-73.957296","13","48","61002","3387621","3087207509","Brighton Beach"
"99117","214997","BRONX","1119","NELSON AVENUE","10452","3","0","0","0","2022-02-23T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.835673","-73.926773","4","16","199","2003278","2025140076","Highbridge"
"910931","382670","BROOKLYN","160","SCHERMERHORN STREET","11201","217","5","5","0","2023-11-02T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.689525","-73.987452","2","33","43","3394335","3001700015","Downtown Brooklyn-DUMBO-Boerum Hill"
"63001","202699","BRONX","313","EAST 140 STREET","10454","6","0","0","0","2024-01-10T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.811543","-73.924611","1","8","39","2000745","2023150020","Mott Haven-Port Morris"
"315543","309861","BROOKLYN","180","INDIA STREET","11222","8","0","0","0","2024-05-01T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.732488","-73.952815","1","33","575","3064486","3025410026","Greenpoint"
"350171","377359","BROOKLYN","373","PACIFIC STREET","11217","12","0","0","0","2023-10-05T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.686599","-73.986013","2","33","41","3341609","3001830047","Downtown Brooklyn-DUMBO-Boerum Hill"
"63001","202699","BRONX","313","EAST 140 STREET","10454","6","0","0","0","2024-01-10T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.811543","-73.924611","1","8","39","2000745","2023150020","Mott Haven-Port Morris"
"299577","361246","BROOKLYN","905A","GATES AVENUE","11221","4","0","0","0","2024-04-17T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.688661","-73.929423","3","36","387","3044569","3016320073","Bedford-Stuyvesant (East)"
"284406","313109","BROOKLYN","237","EAST 96 STREET","11212","4","0","0","0","2023-06-30T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.661074","-73.921425","17","41","892","3100716","3046320056","East Flatbush-Remsen Village"
"102956","203066","BRONX","3288","PERRY AVENUE","10467","60","0","0","0","2021-11-16T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.876800","-73.875510","7","11","42902","2018358","2033470029","Norwood"
"315485","326618","BROOKLYN","103","INDIA STREET","11222","7","0","0","0","2025-08-20T00:00:00.000","2023-11-01T00:00:00.000","2024-10-31T00:00:00.000","40.732182","-73.956211","1","33","56301","3064296","3025320061","Greenpoint"
"341157","329810","BROOKLYN","27","NORTH HENRY STREET","11222","3","0","0","0","2021-06-28T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.719923","-73.942629","1","34","477","3069792","3028310010","East Williamsburg"
"214144","356077","BROOKLYN","353","BROADWAY","11211","6","0","0","0","2023-06-23T00:00:00.000","2021-11-01T00:00:00.000","2022-10-31T00:00:00.000","40.707679","-73.955762","1","34","527","3063593","3024620021","Williamsburg"
"23406","135775","MANHATTAN","80","LA SALLE STREET","10027","163","1","2","0","2021-12-21T00:00:00.000","2020-11-01T00:00:00.000","2021-10-31T00:00:00.000","40.813009","-73.957805","9","7","211","1084112","1019780001","Morningside Heights"
"373026","356463","BROOKLYN","58","SOUTH PORTLAND AVENUE","11217","5","0","0","0","2021-03-13T00:00:00.000","2019-11-01T00:00:00.000","2020-10-31T00:00:00.000","40.688093","-73.974803","2","35","33","3058837","3020990071","Fort Greene"
"805122","136824","MANHATTAN","135 REAR","MOTT STREET","10013","3","0","0","0","2023-12-27T00:00:00.000","2022-11-01T00:00:00.000","2023-10-31T00:00:00.000","40.718450","-73.996768","2","1","41","1079585","1002370023","SoHo-Little Italy-Hudson Square"
